60
0.00	1.71	2.42	3.83	3.43	3.83	2.42	1.71	6.04	3.40	8.72	10.05	21.40	22.48	23.81	25.18	24.21	23.34	21.85	20.41	18.43	18.43	18.43	18.43	18.43	18.43	18.43	31.12	31.12	31.12	31.12	14.44	14.44	14.44	14.44	27.57	27.57	27.57	27.57	27.57	27.57	27.57	8.53	14.34	20.15	36.54	25.53	33.31	12.87	34.14	24.47	22.20	25.88	46.19	23.19	31.95	28.56	13.25	33.58	20.65	
1.71	0.00	1.71	3.43	3.83	4.85	3.83	3.43	7.14	5.11	10.43	11.57	20.41	21.40	22.79	24.21	23.34	22.56	21.02	19.51	19.48	19.48	19.48	19.48	19.48	19.48	19.48	31.31	31.31	31.31	31.31	13.78	13.78	13.78	13.78	26.01	26.01	26.01	26.01	26.01	26.01	26.01	10.12	13.11	21.27	37.08	25.89	33.54	13.88	34.56	22.82	21.96	26.22	45.00	23.29	32.08	26.98	13.12	31.95	18.94	
2.42	1.71	0.00	1.71	2.42	3.83	3.43	3.83	8.43	5.28	10.52	12.40	19.00	20.07	21.40	22.79	21.85	21.02	19.51	18.04	18.19	18.19	18.19	18.19	18.19	18.19	18.19	29.62	29.62	29.62	29.62	15.41	15.41	15.41	15.41	26.78	26.78	26.78	26.78	26.78	26.78	26.78	9.65	11.92	20.04	35.47	24.23	31.85	15.25	32.91	22.41	20.26	24.55	43.77	21.58	30.37	26.33	14.84	31.45	18.97	
3.83	3.43	1.71	0.00	1.71	3.43	3.83	4.85	9.85	5.96	10.88	13.41	17.65	18.79	20.07	21.40	20.41	19.51	18.04	16.61	16.98	16.98	16.98	16.98	16.98	16.98	16.98	27.92	27.92	27.92	27.92	17.05	17.05	17.05	17.05	27.64	27.64	27.64	27.64	27.64	27.64	27.64	9.48	10.88	18.88	33.86	22.58	30.16	16.68	31.27	22.12	18.55	22.90	42.57	19.88	28.67	25.77	16.55	31.05	19.17	
3.43	3.83	2.42	1.71	0.00	1.71	2.42	3.83	9.08	4.58	9.25	12.12	18.79	20.02	21.22	22.48	21.40	20.41	19.00	17.65	15.77	15.77	15.77	15.77	15.77	15.77	15.77	27.70	27.70	27.70	27.70	17.59	17.59	17.59	17.59	29.11	29.11	29.11	29.11	29.11	29.11	29.11	7.76	12.34	17.61	33.28	22.16	29.91	15.86	30.80	23.82	18.84	22.50	43.83	19.76	28.53	27.41	16.65	32.72	20.86	
3.83	4.85	3.83	3.43	1.71	0.00	1.71	3.43	8.59	3.52	7.65	10.96	20.02	21.31	22.44	23.64	22.48	21.40	20.07	18.79	14.66	14.66	14.66	14.66	14.66	14.66	14.66	27.59	27.59	27.59	27.59	18.27	18.27	18.27	18.27	30.61	30.61	30.61	30.61	30.61	30.61	30.61	6.05	13.85	16.43	32.77	21.88	29.74	15.18	30.43	25.52	19.27	22.24	45.12	19.79	28.49	29.06	16.93	34.40	22.56	
2.42	3.83	3.43	3.83	2.42	1.71	0.00	1.71	6.92	2.16	7.13	9.70	21.22	22.44	23.64	24.90	23.81	22.79	21.40	20.07	16.05	16.05	16.05	16.05	16.05	16.05	16.05	29.30	29.30	29.30	29.30	16.75	16.75	16.75	16.75	29.84	29.84	29.84	29.84	29.84	29.84	29.84	6.32	14.69	17.74	34.42	23.58	31.46	13.58	32.11	25.77	20.91	23.94	46.25	21.50	30.20	29.56	15.26	34.77	22.40	
1.71	3.43	3.83	4.85	3.83	3.43	1.71	0.00	5.27	1.70	7.01	8.60	22.48	23.64	24.90	26.21	25.18	24.21	22.79	21.40	17.49	17.49	17.49	17.49	17.49	17.49	17.49	31.02	31.02	31.02	31.02	15.26	15.26	15.26	15.26	29.15	29.15	29.15	29.15	29.15	29.15	29.15	7.01	15.67	19.12	36.08	25.28	33.17	12.02	33.80	26.13	22.57	25.64	47.42	23.22	31.91	30.14	13.59	35.22	22.36	
6.04	7.14	8.43	9.85	9.08	8.59	6.92	5.27	0.00	5.33	7.54	5.33	27.43	28.49	29.83	31.21	30.25	29.36	27.88	26.44	21.30	21.30	21.30	21.30	21.30	21.30	21.30	36.01	36.01	36.01	36.01	12.55	12.55	12.55	12.55	29.29	29.29	29.29	29.29	29.29	29.29	29.29	9.60	20.25	22.67	40.61	30.14	38.11	6.84	38.51	29.30	27.83	30.52	52.14	28.33	36.96	33.77	9.65	38.48	24.63	
3.40	5.11	5.28	5.96	4.58	3.52	2.16	1.70	5.33	0.00	5.33	7.54	23.37	24.60	25.79	27.04	25.93	24.88	23.52	22.20	16.40	16.40	16.40	16.40	16.40	16.40	16.40	30.67	30.67	30.67	30.67	16.47	16.47	16.47	16.47	30.83	30.83	30.83	30.83	30.83	30.83	30.83	5.43	16.83	17.93	35.38	24.81	32.78	11.71	33.22	27.68	22.72	25.19	48.41	23.03	31.63	31.59	14.43	36.73	24.03	
8.72	10.43	10.52	10.88	9.25	7.65	7.13	7.01	7.54	5.33	0.00	5.33	27.37	28.75	29.78	30.87	29.59	28.35	27.16	26.03	14.80	14.80	14.80	14.80	14.80	14.80	14.80	31.25	31.25	31.25	31.25	20.07	20.07	20.07	20.07	35.84	35.84	35.84	35.84	35.84	35.84	35.84	3.35	21.50	15.85	34.68	25.14	33.16	11.27	32.97	32.91	24.95	25.55	52.49	24.29	32.39	36.65	17.10	41.90	29.36	
10.05	11.57	12.40	13.41	12.12	10.96	9.70	8.60	5.33	7.54	5.33	0.00	30.91	32.14	33.34	34.58	33.44	32.35	31.02	29.73	20.10	20.10	20.10	20.10	20.10	20.10	20.10	36.50	36.50	36.50	36.50	17.00	17.00	17.00	17.00	34.53	34.53	34.53	34.53	34.53	34.53	34.53	8.60	24.26	21.06	40.00	30.41	38.44	6.05	38.30	34.28	29.68	30.82	55.95	29.36	37.61	38.55	13.32	43.44	29.86	
21.40	20.41	19.00	17.65	18.79	20.02	21.22	22.48	27.43	23.37	27.37	30.91	0.00	1.71	2.42	3.83	3.43	3.83	2.42	1.71	23.80	23.80	23.80	23.80	23.80	23.80	23.80	21.05	21.05	21.05	21.05	30.74	30.74	30.74	30.74	30.58	30.58	30.58	30.58	30.58	30.58	30.58	24.74	7.82	25.68	29.69	19.33	23.18	34.25	26.24	15.07	10.29	19.32	25.12	14.83	20.83	14.60	32.12	20.30	18.26	
22.48	21.40	20.07	18.79	20.02	21.31	22.44	23.64	28.49	24.60	28.75	32.14	1.71	0.00	1.71	3.43	3.83	4.85	3.83	3.43	25.51	25.51	25.51	25.51	25.51	25.51	25.51	22.36	22.36	22.36	22.36	31.16	31.16	31.16	31.16	29.93	29.93	29.93	29.93	29.93	29.93	29.93	26.19	8.48	27.39	31.07	20.90	24.44	35.27	27.61	13.91	11.83	20.87	23.81	16.41	22.06	13.05	32.76	18.70	17.61	
23.81	22.79	21.40	20.07	21.22	22.44	23.64	24.90	29.83	25.79	29.78	33.34	2.42	1.71	0.00	1.71	2.42	3.83	3.43	3.83	25.70	25.70	25.70	25.70	25.70	25.70	25.70	21.32	21.32	21.32	21.32	32.82	32.82	32.82	32.82	31.54	31.54	31.54	31.54	31.54	31.54	31.54	27.11	10.02	27.53	30.12	20.29	23.34	36.64	26.63	15.26	11.24	20.24	22.72	15.84	20.94	13.92	34.34	19.41	19.23	
25.18	24.21	22.79	21.40	22.48	23.64	24.90	26.21	31.21	27.04	30.87	34.58	3.83	3.43	1.71	0.00	1.71	3.43	3.83	4.85	26.00	26.00	26.00	26.00	26.00	26.00	26.00	20.38	20.38	20.38	20.38	34.47	34.47	34.47	34.47	33.16	33.16	33.16	33.16	33.16	33.16	33.16	28.11	11.61	27.77	29.23	19.82	22.33	38.03	25.73	16.68	10.88	19.73	21.70	15.44	19.90	14.93	35.93	20.24	20.87	
24.21	23.34	21.85	20.41	21.40	22.48	23.81	25.18	30.25	25.93	29.59	33.44	3.43	3.83	2.42	1.71	0.00	1.71	2.42	3.83	24.33	24.33	24.33	24.33	24.33	24.33	24.33	18.94	18.94	18.94	18.94	34.10	34.10	34.10	34.10	33.74	33.74	33.74	33.74	33.74	33.74	33.74	26.76	11.14	26.08	27.75	18.16	20.94	37.08	24.26	17.66	9.19	18.08	23.13	13.76	18.53	16.30	35.36	21.73	21.42	
23.34	22.56	21.02	19.51	20.41	21.40	22.79	24.21	29.36	24.88	28.35	32.35	3.83	4.85	3.83	3.43	1.71	0.00	1.71	3.43	22.66	22.66	22.66	22.66	22.66	22.66	22.66	17.54	17.54	17.54	17.54	33.80	33.80	33.80	33.80	34.41	34.41	34.41	34.41	34.41	34.41	34.41	25.45	10.92	24.40	26.31	16.51	19.60	36.19	22.83	18.74	7.50	16.44	24.60	12.09	17.22	17.73	34.85	23.24	22.09	
21.85	21.02	19.51	18.04	19.00	20.07	21.40	22.79	27.88	23.52	27.16	31.02	2.42	3.83	3.43	3.83	2.42	1.71	0.00	1.71	22.31	22.31	22.31	22.31	22.31	22.31	22.31	18.63	18.63	18.63	18.63	32.11	32.11	32.11	32.11	32.85	32.85	32.85	32.85	32.85	32.85	32.85	24.35	9.21	24.12	27.29	17.08	20.75	34.72	23.84	17.49	8.00	17.05	25.50	12.59	18.40	16.89	33.21	22.53	20.55	
20.41	19.51	18.04	16.61	17.65	18.79	20.07	21.40	26.44	22.20	26.03	29.73	1.71	3.43	3.83	4.85	3.83	3.43	1.71	0.00	22.09	22.09	22.09	22.09	22.09	22.09	22.09	19.80	19.80	19.80	19.80	30.41	30.41	30.41	30.41	31.30	31.30	31.30	31.30	31.30	31.30	31.30	23.32	7.50	23.97	28.34	17.79	21.98	33.27	24.92	16.32	8.81	17.80	26.48	13.29	19.67	16.18	31.57	21.92	19.04	
18.43	19.48	18.19	16.98	15.77	14.66	16.05	17.49	21.30	16.40	14.80	20.10	23.80	25.51	25.70	26.00	24.33	22.66	22.31	22.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.89	17.89	17.89	17.89	32.76	32.76	32.76	32.76	44.41	44.41	44.41	44.41	44.41	44.41	44.41	11.83	22.13	2.05	19.96	11.85	19.43	26.07	18.55	35.43	16.16	12.29	46.78	13.10	19.24	37.26	30.80	43.06	34.58	
18.43	19.48	18.19	16.98	15.77	14.66	16.05	17.49	21.30	16.40	14.80	20.10	23.80	25.51	25.70	26.00	24.33	22.66	22.31	22.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.89	17.89	17.89	17.89	32.76	32.76	32.76	32.76	44.41	44.41	44.41	44.41	44.41	44.41	44.41	11.83	22.13	2.05	19.96	11.85	19.43	26.07	18.55	35.43	16.16	12.29	46.78	13.10	19.24	37.26	30.80	43.06	34.58	
18.43	19.48	18.19	16.98	15.77	14.66	16.05	17.49	21.30	16.40	14.80	20.10	23.80	25.51	25.70	26.00	24.33	22.66	22.31	22.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.89	17.89	17.89	17.89	32.76	32.76	32.76	32.76	44.41	44.41	44.41	44.41	44.41	44.41	44.41	11.83	22.13	2.05	19.96	11.85	19.43	26.07	18.55	35.43	16.16	12.29	46.78	13.10	19.24	37.26	30.80	43.06	34.58	
18.43	19.48	18.19	16.98	15.77	14.66	16.05	17.49	21.30	16.40	14.80	20.10	23.80	25.51	25.70	26.00	24.33	22.66	22.31	22.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.89	17.89	17.89	17.89	32.76	32.76	32.76	32.76	44.41	44.41	44.41	44.41	44.41	44.41	44.41	11.83	22.13	2.05	19.96	11.85	19.43	26.07	18.55	35.43	16.16	12.29	46.78	13.10	19.24	37.26	30.80	43.06	34.58	
18.43	19.48	18.19	16.98	15.77	14.66	16.05	17.49	21.30	16.40	14.80	20.10	23.80	25.51	25.70	26.00	24.33	22.66	22.31	22.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.89	17.89	17.89	17.89	32.76	32.76	32.76	32.76	44.41	44.41	44.41	44.41	44.41	44.41	44.41	11.83	22.13	2.05	19.96	11.85	19.43	26.07	18.55	35.43	16.16	12.29	46.78	13.10	19.24	37.26	30.80	43.06	34.58	
18.43	19.48	18.19	16.98	15.77	14.66	16.05	17.49	21.30	16.40	14.80	20.10	23.80	25.51	25.70	26.00	24.33	22.66	22.31	22.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.89	17.89	17.89	17.89	32.76	32.76	32.76	32.76	44.41	44.41	44.41	44.41	44.41	44.41	44.41	11.83	22.13	2.05	19.96	11.85	19.43	26.07	18.55	35.43	16.16	12.29	46.78	13.10	19.24	37.26	30.80	43.06	34.58	
18.43	19.48	18.19	16.98	15.77	14.66	16.05	17.49	21.30	16.40	14.80	20.10	23.80	25.51	25.70	26.00	24.33	22.66	22.31	22.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.89	17.89	17.89	17.89	32.76	32.76	32.76	32.76	44.41	44.41	44.41	44.41	44.41	44.41	44.41	11.83	22.13	2.05	19.96	11.85	19.43	26.07	18.55	35.43	16.16	12.29	46.78	13.10	19.24	37.26	30.80	43.06	34.58	
31.12	31.31	29.62	27.92	27.70	27.59	29.30	31.02	36.01	30.67	31.25	36.50	21.05	22.36	21.32	20.38	18.94	17.54	18.63	19.80	17.89	17.89	17.89	17.89	17.89	17.89	17.89	0.00	0.00	0.00	0.00	44.91	44.91	44.91	44.91	50.48	50.48	50.48	50.48	50.48	50.48	50.48	27.91	25.34	18.25	8.86	6.16	2.31	42.02	5.37	36.10	11.30	5.73	35.32	8.13	1.49	35.24	44.36	40.62	38.48	
31.12	31.31	29.62	27.92	27.70	27.59	29.30	31.02	36.01	30.67	31.25	36.50	21.05	22.36	21.32	20.38	18.94	17.54	18.63	19.80	17.89	17.89	17.89	17.89	17.89	17.89	17.89	0.00	0.00	0.00	0.00	44.91	44.91	44.91	44.91	50.48	50.48	50.48	50.48	50.48	50.48	50.48	27.91	25.34	18.25	8.86	6.16	2.31	42.02	5.37	36.10	11.30	5.73	35.32	8.13	1.49	35.24	44.36	40.62	38.48	
31.12	31.31	29.62	27.92	27.70	27.59	29.30	31.02	36.01	30.67	31.25	36.50	21.05	22.36	21.32	20.38	18.94	17.54	18.63	19.80	17.89	17.89	17.89	17.89	17.89	17.89	17.89	0.00	0.00	0.00	0.00	44.91	44.91	44.91	44.91	50.48	50.48	50.48	50.48	50.48	50.48	50.48	27.91	25.34	18.25	8.86	6.16	2.31	42.02	5.37	36.10	11.30	5.73	35.32	8.13	1.49	35.24	44.36	40.62	38.48	
31.12	31.31	29.62	27.92	27.70	27.59	29.30	31.02	36.01	30.67	31.25	36.50	21.05	22.36	21.32	20.38	18.94	17.54	18.63	19.80	17.89	17.89	17.89	17.89	17.89	17.89	17.89	0.00	0.00	0.00	0.00	44.91	44.91	44.91	44.91	50.48	50.48	50.48	50.48	50.48	50.48	50.48	27.91	25.34	18.25	8.86	6.16	2.31	42.02	5.37	36.10	11.30	5.73	35.32	8.13	1.49	35.24	44.36	40.62	38.48	
